Name,Position,Species,Speed,Strength,Gumption,Finesse,Accuracy,Wow_Factor,Catchphrase,Projected_Skill,Status,Player_Team,City_Team,GPs,TPs,City_team
Honk Honkerson,RB,Goose,54,77,47,95,60,39,Honk Honkerson is ready to roll!,64,Benched,No Team,Boise Boys,0,0.0,
Dark Puma,TE,Cat,23,91,6,29,83,23,Dark Puma is ready to roll!,18,Healthy,No Team,No Team,0,0.0,
Root Ironhide,K,Badger,7,18,6,2,32,96,Root Ironhide is ready to roll!,24,Healthy,No Team,No Team,0,0.0,
Splash Wavecrest,QB,Otter,1,33,33,43,66,52,Splash Wavecrest is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Quick Claws Puma,TE,Cat,82,61,86,6,43,39,Quick Claws Puma is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Flying Beast Hawkshade,RB,Hawk,87,50,57,14,95,73,Flying Beast Hawkshade is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Eldritch Strider,K,Horror,1,97,32,99,92,66,Eldritch Strider is ready to roll!,69,Active,Mind Goblins,Dubuque Psychos,0,39.0,
Scamper Oceansong,RB,Otter,9,95,31,100,89,83,Scamper Oceansong is ready to roll!,69,Active,Developers,New Orleans Tubas,0,21.14,
Storm Stormwing,RB,Hawk,89,12,77,52,41,20,Storm Stormwing is ready to roll!,55,Benched,No Team,Cyprus Gods,0,0.0,
John From Way Back,WR,Human,58,6,47,6,88,99,John From Way Back is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Feather Fury Darkwing,QB,Goose,8,23,26,17,96,22,Feather Fury Darkwing is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
Red Vixen Scarredfang,K,Fox,33,59,72,9,7,55,Red Vixen Scarredfang is ready to roll!,5,Healthy,No Team,No Team,0,0.0,
Slyfire Blaze,K,Fox,36,89,59,54,84,17,Slyfire Blaze is ready to roll!,63,Benched,No Team,Berlin Walls,0,0.0,
Tidal Wave Shadowswimmer,K,Otter,40,2,83,60,86,41,Tidal Wave Shadowswimmer is ready to roll!,64,Benched,No Team,Miami Palm Fronds,0,0.0,
Iron Fang Silverfang,QB,Wolf,13,24,18,16,70,77,Iron Fang Silverfang is ready to roll!,33,Healthy,No Team,No Team,0,0.0,
Royal Centaur,QB,Monster,79,6,79,60,83,19,Royal Centaur is ready to roll!,65,Active,Mind Goblins,Dublin Alchoholics,0,34.4,
Trashman King of Man,TE,Human,52,19,12,49,42,8,Trashman King of Man is ready to roll!,25,Healthy,No Team,No Team,0,0.0,
Thumper 'The Crusher' Thumper,QB,Rabbit,5,57,87,11,4,68,Thumper 'The Crusher' Thumper is ready to roll!,33,Healthy,No Team,No Team,0,0.0,
Sky's Fury Aero Blaze,K,Hawk,43,98,62,27,21,11,Sky's Fury Aero Blaze is ready to roll!,15,Healthy,No Team,No Team,0,0.0,
Bubbles Clawson,RB,Sea Creature,52,7,22,25,90,98,Bubbles Clawson is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Manta Kraken,QB,Sea Creature,59,62,94,97,93,67,Manta Kraken is ready to roll!,84,Active,Demon Loons of Longview,Miami Palm Fronds,0,49.86,
Clown Gator,RB,Sea Creature,33,58,72,81,45,18,Clown Gator is ready to roll!,64,Active,Mecha-Shoebills,Cape Town Heroes,0,3.94,
Wooly Elemental,RB,Monster,41,16,15,71,43,97,Wooly Elemental is ready to roll!,53,Benched,No Team,Paris Frenchmen,0,0.0,
Nick Brown,WR,Human,88,90,80,52,63,50,Nick Brown is ready to roll!,66,Active,No Team,Miami Palm Fronds,0,9.4,
Diggs Ironhide,RB,Badger,82,26,33,62,23,8,Diggs Ironhide is ready to roll!,39,Healthy,No Team,No Team,0,0.0,
Dark Floof,K,Cat,64,71,29,32,47,37,Dark Floof is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Feather Fury Captain Honkman,QB,Goose,24,97,88,54,58,69,Feather Fury Captain Honkman is ready to roll!,66,Active,Gnome Punters,Cyprus Gods,0,60.839999999999954,
Hawkstorm Darkstorm,WR,Hawk,69,66,26,26,26,76,Hawkstorm Darkstorm is ready to roll!,53,Benched,No Team,Denver Boulders,0,0.0,
Ravager Swiftwhisker,WR,Rabbit,48,60,8,3,36,62,Ravager Swiftwhisker is ready to roll!,32,Healthy,No Team,No Team,0,0.0,
Swamp Devil,K,Monster,52,34,23,62,93,27,Swamp Devil is ready to roll!,69,Active,Pengwins,Lima Llamas,0,39.0,
Martha Hill,K,Human,76,69,64,100,76,2,Martha Hill is ready to roll!,57,Benched,No Team,Djibouti Warriors,0,0.0,
Fury Vixenshadow,RB,Fox,87,62,40,31,75,21,Fury Vixenshadow is ready to roll!,32,Healthy,No Team,No Team,0,0.0,
Tidal Wave Waterstrike,WR,Otter,79,13,13,82,25,41,Tidal Wave Waterstrike is ready to roll!,72,Active,Mind Goblins,Dallas Tumbleweeds,0,3.44,
Iron Fang Vile Fang,TE,Wolf,45,98,22,47,24,46,Iron Fang Vile Fang is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Royal Fairy,TE,Monster,19,9,25,52,76,22,Royal Fairy is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Blaze Foxley,K,Fox,7,26,40,16,84,95,Blaze Foxley is ready to roll!,63,Benched,No Team,Madrid Mothers,0,0.0,
Local Grumpz,RB,Human,77,72,92,52,46,91,Local Grumpz is ready to roll!,75,Active,Mecha-Shoebills,Dubuque Psychos,0,27.34,
Red Vixen Blaze,QB,Fox,31,83,76,63,12,80,Red Vixen Blaze is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Zorro Shadowtail,RB,Raccoon,42,85,52,32,41,4,Zorro Shadowtail is ready to roll!,34,Healthy,No Team,No Team,0,0.0,
Vixen Foxley,QB,Fox,41,37,20,16,92,69,Vixen Foxley is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Tidal Wave Swiftcurrent,K,Otter,38,48,35,87,46,18,Tidal Wave Swiftcurrent is ready to roll!,34,Healthy,No Team,No Team,0,0.0,
Forgotten Lady of the Lake,RB,Human,46,100,63,74,37,1,Forgotten Lady of the Lake is ready to roll!,54,Benched,No Team,Dallas Tumbleweeds,0,0.0,
Nightmare Silverfang,WR,Wolf,80,37,46,15,6,88,Nightmare Silverfang is ready to roll!,55,Benched,No Team,Chicago Snowstorm,0,0.0,
Wooly Knight,K,Monster,71,15,65,26,65,59,Wooly Knight is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Jim Miller,WR,Human,85,60,45,98,98,20,Jim Miller is ready to roll!,77,Active,Mecha-Shoebills,Cleveland Devils,0,11.32,
Mystical Centaur,QB,Monster,93,96,52,33,29,55,Mystical Centaur is ready to roll!,54,Healthy,No Team,No Team,0,0.0,
Ursa Mule,QB,Bear,1,9,96,55,39,12,Ursa Mule is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
River Destroyer Splash Knight,TE,Otter,75,12,48,74,48,46,River Destroyer Splash Knight is ready to roll!,57,Healthy,No Team,No Team,0,0.0,
Russian Trout Terror,TE,Bear,89,81,46,73,64,91,Russian Trout Terror is ready to roll!,65,Benched,No Team,Boise Boys,0,0.0,
Quill Pondstrider,RB,Goose,87,86,64,34,36,18,Quill Pondstrider is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
Heather of Rhodes,QB,Human,9,78,81,47,72,76,Heather of Rhodes is ready to roll!,62,Benched,No Team,Berlin Walls,0,0.0,
Sly Trashpaw,K,Raccoon,77,40,13,74,100,89,Sly Trashpaw is ready to roll!,75,Active,Forever Box,Chernobyl Radiation,0,22.0,
Velvet Dandelion,RB,Rabbit,91,42,40,52,57,96,Velvet Dandelion is ready to roll!,56,Benched,No Team,LA Sunkillers,0,0.0,
Scottish Sun Seeker,K,Bear,4,45,5,97,20,78,Scottish Sun Seeker is ready to roll!,15,Healthy,No Team,No Team,0,0.0,
Chesire Flooferson,K,Cat,8,42,3,29,5,11,Chesire Flooferson is ready to roll!,3,Healthy,No Team,No Team,0,0.0,
Stonecrusher Doomclaw,K,Badger,29,99,10,46,88,33,Stonecrusher Doomclaw is ready to roll!,66,Benched,No Team,Jakarta Divers,0,0.0,
Emporer Ice Veins,K,Penguin,89,64,10,25,16,63,Emporer Ice Veins is ready to roll!,12,Healthy,No Team,No Team,0,0.0,
Mystical Gorgon,K,Monster,35,48,40,80,23,33,Mystical Gorgon is ready to roll!,17,Healthy,No Team,No Team,0,0.0,
Iron Fang Rogue Nightstalker,WR,Wolf,76,35,10,100,10,7,Iron Fang Rogue Nightstalker is ready to roll!,71,Active,Pengwins,Berlin Walls,0,19.72,
Sly Redtail,K,Fox,1,81,24,44,53,54,Sly Redtail is ready to roll!,39,Healthy,No Team,No Team,0,0.0,
Wild Otter Mudwhisker,QB,Otter,40,23,70,58,40,67,Wild Otter Mudwhisker is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Danger Nighthowler,RB,Raccoon,42,35,87,88,31,34,Danger Nighthowler is ready to roll!,76,Active,Developers,New York Sewers,0,16.0,
Floofy Chadwick,QB,Cat,45,49,4,13,70,80,Floofy Chadwick is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Frostfang Fury Silentstrike,QB,Lynx,75,12,39,18,34,1,Frostfang Fury Silentstrike is ready to roll!,34,Healthy,No Team,No Team,0,0.0,
Beastly Blaze,QB,Fox,93,59,77,10,25,67,Beastly Blaze is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Mikey Smith,RB,Human,8,12,47,31,64,2,Mikey Smith is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Grizzle Doomclaw,TE,Badger,43,27,2,29,16,87,Grizzle Doomclaw is ready to roll!,29,Healthy,No Team,No Team,0,0.0,
Draconic Terror,QB,Monster,80,20,29,53,3,96,Draconic Terror is ready to roll!,30,Healthy,No Team,No Team,0,0.0,
Lupin Moonfang,RB,Wolf,3,30,59,54,87,98,Lupin Moonfang is ready to roll!,64,Benched,No Team,Dallas Tumbleweeds,0,0.0,
Invisible Stalker,K,Horror,36,68,10,54,91,79,Invisible Stalker is ready to roll!,68,Benched,No Team,Moscow Mules,0,0.0,
Dr. Skinny,K,Human,15,8,70,43,28,63,Dr. Skinny is ready to roll!,21,Healthy,No Team,No Team,0,0.0,
Baloo Bear,TE,Bear,66,25,29,52,89,50,Baloo Bear is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
Feather Fury Waddle,QB,Goose,49,9,97,75,57,90,Feather Fury Waddle is ready to roll!,60,Healthy,No Team,No Team,0,0.0,
Maisha Bleepy,QB,Cat,31,93,61,14,92,17,Maisha Bleepy is ready to roll!,63,Benched,No Team,Moscow Mules,0,0.0,
Polar Bear,RB,Bear,14,54,77,13,32,4,Polar Bear is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Talon Sharpbeak,TE,Hawk,57,59,35,98,89,54,Talon Sharpbeak is ready to roll!,64,Benched,No Team,New Orleans Tubas,0,0.0,
Brawler Shadowfang,QB,Badger,53,69,82,22,91,76,Brawler Shadowfang is ready to roll!,68,Dead,No Team,Lima Llamas,0,9.840000000000002,
Mikey Torosian,QB,Human,31,51,78,97,17,53,Mikey Torosian is ready to roll!,51,Healthy,No Team,No Team,0,0.0,
Sea Serpant Devil Slayer,QB,Monster,96,67,81,18,46,84,Sea Serpant Devil Slayer is ready to roll!,60,Active,No Team,Lima Llamas,0,21.49999999999999,
Flap Wingate,K,Goose,68,32,39,89,56,55,Flap Wingate is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
Dude Lady of the Lake,TE,Human,35,89,33,21,4,48,Dude Lady of the Lake is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Russian Sun Seeker,K,Bear,31,38,22,3,13,71,Russian Sun Seeker is ready to roll!,9,Healthy,No Team,No Team,0,0.0,
Tidal Kraken,K,Sea Creature,22,74,36,33,6,73,Tidal Kraken is ready to roll!,4,Healthy,No Team,No Team,0,0.0,
Tide Reefwalker,QB,Turtle,28,46,82,50,65,22,Tide Reefwalker is ready to roll!,58,Healthy,No Team,No Team,0,0.0,
Forsaken Horror,RB,Horror,68,37,37,71,36,46,Forsaken Horror is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Howling Storm Vile Fang,WR,Wolf,77,85,58,13,67,74,Howling Storm Vile Fang is ready to roll!,50,Benched,No Team,Boise Boys,0,0.0,
Abyssal Lioness,TE,Cat,94,36,5,44,36,26,Abyssal Lioness is ready to roll!,24,Healthy,No Team,No Team,0,0.0,
Cassidy Brown,QB,Human,6,98,96,55,9,23,Cassidy Brown is ready to roll!,51,Healthy,No Team,No Team,0,0.0,
Brown Brook,TE,Bear,74,30,72,70,95,93,Brown Brook is ready to roll!,75,Benched,No Team,Sydney Kangeroos,0,0.0,
Brutus Strongback,RB,Badger,34,28,56,81,40,3,Brutus Strongback is ready to roll!,55,Benched,No Team,Berlin Walls,0,0.0,
Iron Fang Blaze,QB,Wolf,5,81,39,86,98,98,Iron Fang Blaze is ready to roll!,66,Active,Mecha-Shoebills,Berlin Walls,0,104.87999999999994,
Creature Flooferson,WR,Cat,19,20,43,14,52,38,Creature Flooferson is ready to roll!,20,Healthy,No Team,No Team,0,0.0,
Ursa Tracker,K,Bear,50,28,48,61,96,25,Ursa Tracker is ready to roll!,72,Active,Gnome Punters,LA Sunkillers,0,20.0,
Stonecrusher Boulderback,K,Badger,58,46,50,94,7,25,Stonecrusher Boulderback is ready to roll!,5,Healthy,No Team,No Team,0,0.0,
Invisible Clown,QB,Horror,4,54,66,94,36,77,Invisible Clown is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Sky's Fury Skystrike,WR,Hawk,80,95,76,48,78,92,Sky's Fury Skystrike is ready to roll!,69,Active,No Team,Dallas Tumbleweeds,0,0.48,
Quickfoot Grimhopper,WR,Rabbit,72,95,61,19,20,64,Quickfoot Grimhopper is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Shadow Howlington,K,Wolf,51,53,19,2,33,38,Shadow Howlington is ready to roll!,24,Healthy,No Team,No Team,0,0.0,
Ali Reeves,WR,Human,94,42,61,90,46,82,Ali Reeves is ready to roll!,90,Active,Charmander These Nuts,Berlin Walls,0,72.47999999999999,
Silent Sharpclaw,QB,Lynx,31,44,3,51,100,93,Silent Sharpclaw is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Nimble Oceansong,K,Otter,79,88,32,11,35,49,Nimble Oceansong is ready to roll!,26,Healthy,No Team,No Team,0,0.0,
Patron Saint Bossman,RB,Human,92,12,21,95,1,65,Patron Saint Bossman is ready to roll!,59,Benched,No Team,Tokyo Robots,0,0.0,
Royal Gorgon,QB,Monster,92,9,13,37,50,87,Royal Gorgon is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Moscow Major,QB,Bear,67,54,36,10,53,24,Moscow Major is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Lynx King Cinderstrike,TE,Lynx,44,34,13,14,1,41,Lynx King Cinderstrike is ready to roll!,19,Healthy,No Team,No Team,0,0.0,
Tidal Eel,K,Sea Creature,75,66,47,77,5,35,Tidal Eel is ready to roll!,3,Healthy,No Team,No Team,0,0.0,
Clumsey Friend of the Forest,K,Human,98,13,96,11,20,54,Clumsey Friend of the Forest is ready to roll!,15,Healthy,No Team,No Team,0,0.0,
Flapstorm Waddle,RB,Goose,60,44,54,28,73,42,Flapstorm Waddle is ready to roll!,41,Healthy,No Team,No Team,0,0.0,
Trashman Grumpz,TE,Human,45,44,60,31,36,95,Trashman Grumpz is ready to roll!,55,Healthy,No Team,No Team,0,0.0,
Sea Serpant Summoner,RB,Monster,25,57,98,12,76,2,Sea Serpant Summoner is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Feather Fury Beakman,K,Goose,66,85,67,33,5,18,Feather Fury Beakman is ready to roll!,3,Healthy,No Team,No Team,0,0.0,
Mystical Devil,QB,Monster,36,87,57,74,83,44,Mystical Devil is ready to roll!,69,Active,Demon Loons of Longview,Chernobyl Radiation,0,49.67999999999998,
Crawling Horror,K,Horror,40,85,66,75,15,95,Crawling Horror is ready to roll!,11,Healthy,No Team,No Team,0,0.0,
Sea Serpant Shellbane,QB,Turtle,57,11,87,58,20,89,Sea Serpant Shellbane is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Swamp Fairy,K,Monster,90,32,9,99,93,65,Swamp Fairy is ready to roll!,69,Active,No Team,Philly Flowers,0,31.0,
Invisible Skin Stealer,WR,Horror,19,98,47,37,99,27,Invisible Skin Stealer is ready to roll!,27,Healthy,No Team,No Team,0,0.0,
Winnie Brook,QB,Bear,62,51,81,40,9,29,Winnie Brook is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Velvet Fleetwhisker,WR,Rabbit,74,43,67,90,15,51,Velvet Fleetwhisker is ready to roll!,75,Active,anxious ponchos,Chicago Snowstorm,0,21.24,
Creature of Claw Eclipse,QB,Bear,89,46,16,4,17,71,Creature of Claw Eclipse is ready to roll!,29,Healthy,No Team,No Team,0,0.0,
Drunk King of Man,WR,Human,34,56,23,46,47,6,Drunk King of Man is ready to roll!,33,Healthy,No Team,No Team,0,0.0,
Howler Stormpaw,TE,Wolf,9,17,71,71,89,62,Howler Stormpaw is ready to roll!,69,Active,No Team,Lima Llamas,0,1.12,
Forsaken Fairy,K,Monster,41,95,8,15,96,88,Forsaken Fairy is ready to roll!,72,Active,Mochlings,Boise Boys,0,31.0,
Winged Karen,WR,Horror,33,60,42,17,6,66,Winged Karen is ready to roll!,33,Healthy,No Team,No Team,0,0.0,
Izzy Hill,K,Human,98,31,63,32,28,61,Izzy Hill is ready to roll!,21,Healthy,No Team,No Team,0,0.0,
Diggs Mighty Root,WR,Badger,17,84,18,31,48,6,Diggs Mighty Root is ready to roll!,20,Healthy,No Team,No Team,0,0.0,
Hawkstorm Skystrike,QB,Hawk,16,13,75,56,55,32,Hawkstorm Skystrike is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Clumsey Eggs,K,Penguin,73,80,9,76,64,47,Clumsey Eggs is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Smokey Cub,RB,Bear,52,90,47,29,87,93,Smokey Cub is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Tidal Skipper,TE,Sea Creature,37,92,31,63,40,66,Tidal Skipper is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Dude Lil Guy,RB,Human,9,65,82,1,21,24,Dude Lil Guy is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Flapstorm Defender,QB,Goose,15,77,78,34,23,8,Flapstorm Defender is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Moscow Big Beaver,QB,Bear,45,41,70,93,42,76,Moscow Big Beaver is ready to roll!,57,Healthy,No Team,No Team,0,0.0,
Russian Monster Mauller,RB,Bear,66,4,81,15,66,37,Russian Monster Mauller is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
4-Eyed Elemental,TE,Monster,96,65,59,90,45,67,4-Eyed Elemental is ready to roll!,73,Active,Gnome Punters,Madrid Mothers,0,23.6,
Beak of Doom Defender,WR,Goose,67,60,3,100,97,44,Beak of Doom Defender is ready to roll!,75,Active,Pengwins,Jakarta Divers,0,38.32,
Baloo Honey,K,Bear,43,38,91,31,80,2,Baloo Honey is ready to roll!,60,Benched,No Team,Philly Flowers,0,0.0,
Tidal Lake Legend,K,Sea Creature,86,72,57,79,8,33,Tidal Lake Legend is ready to roll!,6,Healthy,No Team,No Team,0,0.0,
Angler Bottom Dewler,WR,Sea Creature,92,24,30,52,34,53,Angler Bottom Dewler is ready to roll!,68,Active,No Team,Denver Boulders,0,2.24,
Rampager Scalebreaker,RB,Badger,97,47,70,15,12,91,Rampager Scalebreaker is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
The Horrible Queen of Hearts,RB,Human,100,11,38,85,25,78,The Horrible Queen of Hearts is ready to roll!,64,Benched,No Team,Chernobyl Radiation,0,0.0,
Thumper Dandelion,QB,Rabbit,7,65,6,29,28,7,Thumper Dandelion is ready to roll!,25,Healthy,No Team,No Team,0,0.0,
Slyfire Quicktail,K,Fox,19,48,67,75,84,86,Slyfire Quicktail is ready to roll!,63,Benched,No Team,Chernobyl Radiation,0,0.0,
Panda Bear Tracker,WR,Bear,64,75,39,31,85,74,Panda Bear Tracker is ready to roll!,52,Active,No Team,Chernobyl Radiation,0,0.0,
Hops of Fury Shadowthump,QB,Rabbit,86,42,70,43,65,1,Hops of Fury Shadowthump is ready to roll!,61,Benched,No Team,Artic Angels,0,0.0,
Marsh Wavecrest,WR,Otter,9,42,83,85,14,36,Marsh Wavecrest is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Panda Bear Dozer,RB,Bear,18,2,84,59,5,66,Panda Bear Dozer is ready to roll!,70,Active,No Team,Jackson Hole Holy Jacks,0,6.36,
Cyclops Skin Stealer,WR,Horror,45,23,46,50,33,19,Cyclops Skin Stealer is ready to roll!,41,Healthy,No Team,No Team,0,0.0,
Grizzle Darkfang,QB,Badger,25,32,84,95,91,37,Grizzle Darkfang is ready to roll!,71,Active,No Team,Mexico City Ballers,0,59.68,
Feather Fury Quill,K,Goose,16,73,62,86,75,14,Feather Fury Quill is ready to roll!,56,Benched,No Team,Denver Boulders,0,0.0,
Hopper Quickfoot,RB,Rabbit,83,30,10,47,97,61,Hopper Quickfoot is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Clown Ray,TE,Sea Creature,2,26,44,67,64,10,Clown Ray is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Tusk Ironhide,K,Badger,66,49,72,13,27,18,Tusk Ironhide is ready to roll!,20,Healthy,No Team,No Team,0,0.0,
Beastly Nightfire,WR,Fox,24,82,88,40,27,94,Beastly Nightfire is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Kodiak Bear,RB,Bear,25,94,79,31,74,34,Kodiak Bear is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Nibbles Clawson,WR,Cat,14,51,28,44,90,12,Nibbles Clawson is ready to roll!,25,Healthy,No Team,No Team,0,0.0,
Draconic Devil Slayer,K,Monster,95,64,89,72,47,43,Draconic Devil Slayer is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Ghost Nightroar,QB,Lynx,24,57,80,71,68,98,Ghost Nightroar is ready to roll!,63,Benched,No Team,Jakarta Divers,0,0.0,
Puffer Meowerson,WR,Sea Creature,15,43,90,8,50,28,Puffer Meowerson is ready to roll!,14,Healthy,No Team,No Team,0,0.0,
Beak of Doom Honkerson,WR,Goose,79,20,81,100,15,15,Beak of Doom Honkerson is ready to roll!,74,Active,No Team,Cyprus Gods,0,2.36,
Crawling Killer,QB,Horror,19,40,99,86,79,91,Crawling Killer is ready to roll!,70,Active,Developers,Jackson Hole Holy Jacks,0,59.439999999999976,
Invisible Fairy,RB,Monster,82,13,92,82,14,19,Invisible Fairy is ready to roll!,73,Active,Gnome Punters,Jakarta Divers,0,9.44,
Winged Elemental,QB,Monster,14,16,61,17,5,31,Winged Elemental is ready to roll!,23,Healthy,No Team,No Team,0,0.0,
Russian Titan,WR,Bear,96,66,30,70,69,70,Russian Titan is ready to roll!,80,Active,No Team,Auckland Spiders,0,0.4,
Tinker Maskwell,QB,Raccoon,65,54,71,63,27,19,Tinker Maskwell is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Splash Mudwhisker,TE,Otter,44,83,86,95,45,30,Splash Mudwhisker is ready to roll!,78,Active,Mind Goblins,Jakarta Divers,0,13.059999999999995,
Forsaken Skin Stealer,QB,Horror,16,87,55,75,65,54,Forsaken Skin Stealer is ready to roll!,60,Healthy,No Team,No Team,0,0.0,
Nibbles Softpaw,TE,Rabbit,88,96,76,90,78,65,Nibbles Softpaw is ready to roll!,79,Active,Mochlings,Mexico City Ballers,0,44.74,
Righteous Angelfish,TE,Sea Creature,44,13,28,30,62,58,Righteous Angelfish is ready to roll!,34,Healthy,No Team,No Team,0,0.0,
Flap Gosling,TE,Goose,70,39,52,26,82,30,Flap Gosling is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Nessie Clawson,K,Sea Creature,55,83,83,96,30,11,Nessie Clawson is ready to roll!,22,Healthy,No Team,No Team,0,0.0,
Hairy Mule,QB,Bear,33,81,67,6,68,7,Hairy Mule is ready to roll!,55,Healthy,No Team,No Team,0,0.0,
Hops of Fury Grimhopper,RB,Rabbit,47,54,94,97,78,43,Hops of Fury Grimhopper is ready to roll!,85,Active,Pengwins,Cape Town Heroes,0,41.99999999999999,
The Horrible Lil Guy,QB,Human,82,58,65,32,18,67,The Horrible Lil Guy is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Fin Snowfur,WR,Penguin,29,26,47,39,91,53,Fin Snowfur is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Artic The Poo,K,Bear,82,98,51,44,25,49,Artic The Poo is ready to roll!,18,Healthy,No Team,No Team,0,0.0,
Tidal Wave Splash Knight,QB,Otter,46,55,2,35,88,42,Tidal Wave Splash Knight is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Marcus Garcia,K,Human,66,14,80,45,96,33,Marcus Garcia is ready to roll!,72,Active,Mind Goblins,Vancouver Maples,0,27.0,
Brother Big Beaver,WR,Bear,4,11,37,2,28,86,Brother Big Beaver is ready to roll!,19,Healthy,No Team,No Team,0,0.0,
Brutus Ironhide,WR,Badger,75,68,54,74,5,13,Brutus Ironhide is ready to roll!,62,Benched,No Team,Berlin Walls,0,0.0,
Claw Icefang,WR,Lynx,78,47,38,35,94,29,Claw Icefang is ready to roll!,51,Benched,No Team,Madrid Mothers,0,0.0,
Local King of Man,QB,Human,13,45,48,9,92,79,Local King of Man is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Stonecrusher Ironclaw,TE,Badger,30,39,69,15,94,23,Stonecrusher Ironclaw is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Patron Saint Friend of the Forest,WR,Human,18,56,79,94,61,44,Patron Saint Friend of the Forest is ready to roll!,53,Benched,No Team,Sydney Kangeroos,0,0.0,
Rust Swiftpaw,WR,Fox,37,23,34,84,36,33,Rust Swiftpaw is ready to roll!,55,Benched,No Team,Boston Walkers,0,0.0,
Captain Wave Crusher,QB,Sea Creature,70,79,26,73,54,15,Captain Wave Crusher is ready to roll!,56,Healthy,No Team,No Team,0,0.0,
4-Eyed Devil Slayer,RB,Monster,90,40,85,45,88,34,4-Eyed Devil Slayer is ready to roll!,58,Benched,No Team,Dubuque Psychos,0,0.0,
4-Eyed Knight,RB,Monster,25,31,49,78,63,88,4-Eyed Knight is ready to roll!,68,Active,No Team,Cleveland Devils,0,1.6,
Howling Storm Bloodmoon Howler,TE,Wolf,16,57,55,54,11,7,Howling Storm Bloodmoon Howler is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Sea Serpant Stonestride,TE,Turtle,11,44,88,20,42,45,Sea Serpant Stonestride is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Wild Darkflame,K,Fox,47,74,99,61,96,4,Wild Darkflame is ready to roll!,72,Active,Forever Box,Artic Angels,0,27.0,
Shellstorm Shellbane,WR,Turtle,49,72,18,35,67,91,Shellstorm Shellbane is ready to roll!,51,Benched,No Team,Mexico City Ballers,0,0.0,
Tusk Clawmaster,K,Badger,31,42,40,34,97,48,Tusk Clawmaster is ready to roll!,72,Active,No Team,New York Sewers,0,35.0,
Robert From Way Back,WR,Human,33,70,32,81,58,15,Robert From Way Back is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Masked Marauder Scraps,RB,Raccoon,67,83,52,57,8,95,Masked Marauder Scraps is ready to roll!,62,Benched,No Team,Cleveland Devils,0,0.0,
Rust Redtail,WR,Fox,29,49,63,59,46,85,Rust Redtail is ready to roll!,52,Benched,No Team,Dallas Tumbleweeds,0,0.0,
